Card                            Price StdDev Average  High    Low   Change Raw N
----                            ----- ------ ------- ------- ------ ------ -----
Avizoa,                          0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Avoid Fate (LE),                 0.55,  0.75,   0.95,   2.15,   0.25, -0.00,   4
Avoid Fate (TSB),                0.90,  0.19,   0.90,   1.22,   0.62, -0.01,   7
Awakener Druid,                  0.29,  0.09,   0.29,   0.56,   0.25, -0.00,  11
Awakening,                       0.57,  0.31,   0.57,   0.99,   0.25, -0.00,   6
Awe Strike,                      0.50,  0.00,   0.50,   0.50,   0.50,  0.12,   1
Awesome Presence,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Axegrinder Giant,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Axelrod Gunnarson (CH),          0.67,  0.99,   1.23,   2.90,   0.50, -0.00,   4
Axelrod Gunnarson (LE),          2.26,  0.00,   2.26,   2.26,   2.26,  0.00,   1
Ayesha Tanaka (CH),              0.66,  0.24,   0.66,   0.99,   0.48, -0.00,   3
Ayesha Tanaka (LE),              0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Aysen Abbey,                     0.62,  0.38,   0.62,   1.00,   0.25,  0.00,   2
Aysen Bureaucrats (5th),         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Aysen Bureaucrats (HL),          0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Aysen Crusader,                  1.31,  0.14,   1.31,   1.50,   1.18,  0.00,   3
Aysen Highway,                   0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Ayumi, the Last Visitor,         0.72,  0.57,   0.72,   1.50,   0.15, -0.00,   3
Azami, Lady of Scrolls,          0.59,  0.30,   0.59,   1.00,   0.28,  0.00,   3
Azimaet Drake,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azorius AEthermage,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Azorius Chancery,                0.38,  0.09,   0.38,   0.44,   0.25, -0.00,   3
Azorius First-Wing,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azorius Guildmage,               0.36,  0.33,   0.36,   1.14,   0.04, -0.00,   7
Azorius Herald,                  0.41,  0.33,   0.41,   0.97,   0.03,  0.01,   8
Azorius Ploy,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azorius Signet,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azure Drake (5th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azure Drake (9th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azure Drake (CH),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azure Drake (LE),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Azusa, Lost but Seeking,         1.37,  0.57,   1.30,   2.37,   0.25, -0.00,  17
Back to Basics,                  3.75,  2.27,   4.27,   9.93,   0.99, -0.01,  28
Backdraft,                       1.25,  0.00,   1.25,   1.25,   1.25,  0.00,   1
Backfire (4th),                  0.57,  0.30,   0.57,   0.87,   0.28,  0.00,   2
Backfire (LE),                   0.09,  0.00,   0.09,   0.09,   0.09,  0.00,   1
Backlash,                        0.75,  0.25,   0.75,   1.00,   0.50,  0.00,   2
Backslide,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bad Moon (4th),                  2.61,  2.24,   3.00,   6.89,   0.06, -0.00,  11
Bad Moon (5th),                  4.52,  2.28,   3.71,   6.68,   0.50, -0.00,   5
Bad Moon (A),                   52.72,  0.00,  52.72,  52.72,  52.72,  0.00,   1
Bad Moon (B),                   43.32, 17.65,  46.10,  68.98,  26.01,  0.00,   3
Bad Moon (RV),                   2.29,  1.56,   2.70,   5.92,   0.79,  0.00,   9
Bad Moon (TSB),                  2.61,  6.04,   3.79,  14.54,   0.49, -0.01,  42
Bad Moon (U),                    6.99,  5.01,   6.99,  12.00,   1.99,  0.01,   2
Bad River,                       0.37,  0.12,   0.37,   0.49,   0.25,  0.00,   2
Badlands (A),                  134.48,  5.47, 134.48, 139.95, 129.00, -0.00,   2
Badlands (B),                   90.64, 19.58,  94.71, 122.51,  62.00, -0.00,   8
Badlands (RV),                  23.12, 13.25,  24.57,  34.95,   0.99,  0.14,  87
Badlands (U),                   26.50,  9.48,  28.77,  49.64,  15.79,  0.25,  11
Baki's Curse,                    0.67,  0.33,   0.67,   1.00,   0.33, -0.00,   2
Baku Altar,                      0.75,  0.25,   0.75,   0.99,   0.50, -0.08,   2
Bala Ged Thief,                  0.32,  0.18,   0.32,   1.06,   0.01, -0.00, 311
Balance,                         2.66, 13.27,   6.13,  50.00,   0.30,  0.02,  38
Balance (A),                    49.00,  0.00,  49.00,  49.00,  49.00,  0.00,   1
Balance (B),                    52.50,  8.30,  52.02,  63.00,  40.10, -0.00,   4
Balance (DCI),                  10.00,  0.00,  10.00,  10.00,  10.00,  0.00,   1
Balance (RV),                    1.24,  1.18,   1.74,   4.40,   0.50, -0.06,  17
Balance (U),                     6.00,  2.46,   4.58,   6.00,   0.33,  0.00,   4
Balance of Power (8th),          0.79,  0.30,   0.79,   1.00,   0.25, -0.00,   6
Balance of Power (PT),           0.06,  0.00,   0.06,   0.06,   0.06,  0.00,   1
Balancing Act,                   0.54,  0.38,   0.54,   1.10,   0.01,  0.00,  10
Balduvian Barbarians (6th),      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Barbarians (7th),      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Barbarians (8th),      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Barbarians (9th),      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Balduvian Barbarians (IA),       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Bears,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Conjurer,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Dead,                  0.27,  0.00,   0.27,   0.27,   0.27,  0.13,   1
Balduvian Fallen,                0.27,  0.03,   0.27,   0.31,   0.25,  0.00,   3
Balduvian Frostwaker,            0.26,  0.03,   0.26,   0.31,   0.25,  0.00,   4
Balduvian Horde (6th),           0.85,  0.77,   1.11,   2.45,   0.33, -0.00,  12
Balduvian Horde (AL),            0.79,  0.22,   0.79,   0.99,   0.49,  0.00,   3
Balduvian Hydra,                 0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Balduvian Rage,                  0.33,  0.10,   0.33,   0.50,   0.25, -0.00,   4
Balduvian Shaman,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balduvian Trading Post,          2.04,  0.77,   2.04,   3.00,   1.11, -0.00,   3
Balduvian War-Makers,            0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Balduvian Warlord,               0.27,  0.03,   0.27,   0.31,   0.25,  0.00,   3
Balefire Liege,                  3.04,  3.53,   3.74,   5.62,   0.99, -0.03,  24
Baleful Stare (7th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Baleful Stare (9th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Ball Lightning (4th),            3.67,  3.90,   5.34,  13.93,   0.99, -0.08,  22
Ball Lightning (5th),            6.11,  4.77,   6.77,  13.93,   1.00, -0.00,   9
Ball Lightning (DK),             9.08,  5.56,  10.90,  20.18,   0.99,  0.00,  12
Ball Lightning (M10),            3.41,  1.91,   3.62,  10.10,   0.25, -0.01, 342
Ball Lightning (MED),            6.50,  0.00,   6.50,   6.50,   6.50,  0.00,   1
Ballista Squad (10th),           0.28,  0.06,   0.28,   0.38,   0.25,  0.00,   4
Ballista Squad (9th),            0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Balloon Peddler,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Ballynock Cohort,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Ballynock Trapper,               0.25,  0.00,   0.25,   0.26,   0.25,  0.00,   3
Ballyrush Banneret,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   5
Balm of Restoration,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Baloth Cage Trap,                0.25,  0.18,   0.25,   0.81,   0.03, -0.00,  21
Baloth Woodcrasher,              0.25,  0.15,   0.25,   0.81,   0.04, -0.00,  27
Balshan Beguiler,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balshan Collaborator,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balshan Griffin,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Balthor the Defiled,             1.49,  0.64,   1.64,   2.93,   0.75,  0.00,  10
Balthor the Stout,               0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   2
Bamboozle,                       0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bandage (ST),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Bane of the Living,              0.70,  0.66,   0.91,   2.00,   0.25, -0.00,   6
Banefire,                        4.08,  1.45,   4.12,   7.99,   0.20,  0.02,  84
Baneslayer Angel,               35.96,  8.23,  35.07,  50.62,   5.50,  0.50, 436
Banewasp Affliction,             0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Banishing Knack,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   4
Banshee,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Banshee (DK),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Banshee's Blade,                 0.22,  0.09,   0.22,   0.30,   0.06, -0.00,   4
Bant Battlemage,                 0.53,  0.17,   0.53,   0.75,   0.33, -0.00,   3
Bant Charm,                      0.58,  0.34,   0.58,   1.14,   0.12, -0.00,  19
Bant Panorama,                   0.38,  0.00,   0.38,   0.38,   0.38,  0.00,   1
Bant Sojourners,                 0.31,  0.07,   0.31,   0.38,   0.25,  0.00,   2
Bant Sureblade,                  0.28,  0.06,   0.28,   0.38,   0.25, -0.14,   4
Barbarian Bully,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbarian Guides,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbarian Horde,                 0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Barbarian Lunatic,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbarian Outcast,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbarian Riftcutter,            0.28,  0.03,   0.28,   0.31,   0.25,  0.00,   2
Barbarian Ring,                  0.56,  0.67,   0.84,   1.99,   0.01,  0.00,  15
Barbary Apes,                    0.65,  0.34,   0.65,   0.99,   0.32,  0.00,   2
Barbed Field,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbed Foliage,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbed Lightning,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Barbed Sextant (5th),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Barbed Sextant (IA),             0.16,  0.09,   0.16,   0.25,   0.06, -0.00,   2
Barbed Shocker,                  0.23,  0.08,   0.23,   0.31,   0.12, -0.00,   3
Barbed Sliver,                   0.62,  0.26,   0.62,   1.00,   0.31, -0.00,   6
Barbed Wire,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barbed-Back Wurm,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bargain,                         1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Bargaining Table,                1.00,  0.01,   1.00,   1.00,   0.99, -0.00,   2
Barishi,                         0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barkhide Mauler,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barkshell Blessing,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barl's Cage (5th),               0.38,  0.10,   0.38,   0.48,   0.28,  0.00,   2
Barl's Cage (CH),                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barl's Cage (DK),                0.99,  0.00,   0.99,   0.99,   0.99,  0.00,   1
Baron Sengir (HL),               3.21,  1.89,   3.59,   6.25,   0.49,  0.02,  19
Barrel Down Sokenzan,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Barreling Attack,                0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Barren Glory,                    0.45,  0.23,   0.45,   0.81,   0.25,  0.00,   4
Barren Moor,                     0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Barrenton Cragtreads,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barrenton Medic,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Barrin's Codex,                  0.92,  0.31,   0.92,   1.25,   0.50, -0.00,   3
Barrin's Spite,                  0.38,  0.02,   0.38,   0.40,   0.36,  0.00,   2
Barrin's Unmaking,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Barrin, Master Wizard,           1.27,  0.57,   1.27,   1.93,   0.50, -0.00,   5
Barrow Ghoul,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bartel Runeaxe,                  3.60,  0.80,   3.49,   4.50,   2.25,  0.00,   4
Barter in Blood,                 0.35,  0.31,   0.35,   1.00,   0.06, -0.00,   6
Baru, Fist of Krosa,             0.58,  0.36,   0.58,   1.14,   0.25, -0.00,  14
Basal Sliver,                    0.25,  0.00,   0.25,   0.26,   0.25,  0.00,   3
Basal Thrull (FE),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   4
Basalt Gargoyle,                 0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Basalt Golem,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Basalt Monolith (B),            16.97,  5.75,  16.97,  22.72,  11.22,  5.75,   2
Basalt Monolith (RV),            0.43,  4.43,   2.59,  13.46,   0.25,  0.00,  10
Basalt Monolith (U),             1.24,  0.99,   1.24,   2.22,   0.25, -0.00,   2
Bash to Bits,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Basking Rootwalla,               0.30,  0.23,   0.30,   1.11,   0.14, -0.01,  14
Bathe in Light,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Baton of Courage,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Baton of Morale,                 0.50,  0.00,   0.50,   0.50,   0.50,  0.00,   1
Battered Golem,                  0.11,  0.10,   0.11,   0.25,   0.04, -0.00,   3
Battering Craghorn,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battering Ram (4th),             0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Battering Ram (5th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battering Ram (AQ),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battering Sliver,                0.26,  0.01,   0.26,   0.28,   0.25, -0.00,   6
Battering Wurm,                  0.59,  0.53,   0.59,   1.50,   0.25, -0.00,   4
Battle Cry,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battle Frenzy,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battle Mastery,                  0.44,  0.32,   0.44,   1.00,   0.25,  0.04,   4
Battle Rampart,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battle Screech,                  0.42,  0.29,   0.42,   1.00,   0.25, -0.00,   5
Battle Squadron,                 0.71,  0.34,   0.71,   1.29,   0.49, -0.00,   4
Battle Strain,                   0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Battle of Wits (9th),            0.62,  0.07,   0.62,   0.69,   0.55,  0.00,   2
Battle of Wits (OD),             0.66,  0.42,   0.66,   1.44,   0.25, -0.00,   6
Battle-Mad Ronin,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battlefield Forge (10th),        1.68,  1.50,   2.22,   5.58,   0.25,  0.03,  39
Battlefield Forge (9th),         2.48,  1.99,   3.17,   6.68,   0.99,  0.00,  12
Battlefield Forge (AP),          1.92,  1.44,   2.19,   6.00,   0.25, -0.00,  15
Battlefield Medic,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battlefield Percher,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battlefield Scrounger,           0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battlegate Mimic,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Battlegrace Angel,               1.52,  0.60,   1.51,   2.75,   0.25,  0.01,  61
Battlegrowth,                    0.25,  0.00,   0.25,   0.26,   0.25,  0.00,   3
Battletide Alchemist,            0.69,  0.34,   0.69,   1.00,   0.25,  0.00,  11
Battlewand Oak,                  0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Battlewise Aven,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Batwing Brume,                   0.48,  0.30,   0.48,   1.14,   0.25, -0.00,   7
Bay Falcon,                      0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bayou,                          26.92, 10.96,  27.97,  46.97,   9.49,  0.02,  98
Bayou (A),                     102.50,  0.00, 102.50, 102.50, 102.50,  0.00,   1
Bayou (B),                     133.01,  2.05, 131.88, 134.01, 128.50,  0.00,   4
Bayou (U),                      38.82,  8.49,  40.30,  55.04,  29.99,  4.41,   5
Bayou Dragonfly,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bazaar of Baghdad,             191.46, 23.50, 187.93, 239.09, 124.99, -0.01,  23
Bazaar of Wonders,               0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Beacon Behemoth,                 0.29,  0.06,   0.29,   0.38,   0.25,  0.00,   3
Beacon Hawk,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Beacon of Creation,              1.76,  1.01,   1.76,   3.45,   0.49,  0.00,  14
Beacon of Destiny,               0.50,  0.42,   0.50,   1.25,   0.01,  0.00,   7
Beacon of Destruction (10th),    1.01,  0.59,   1.01,   1.99,   0.25,  0.00,  33
Beacon of Destruction (5DN),     0.65,  0.40,   0.65,   1.05,   0.25,  0.00,   2
Beacon of Immortality (10th),    1.70,  1.10,   1.88,   4.97,   0.25,  0.00,  31
Beacon of Immortality (5DN),     1.38,  0.31,   1.38,   1.81,   0.99, -0.00,   4
Beacon of Tomorrows,             1.21,  0.41,   1.21,   1.99,   0.32,  0.06,  12
Beacon of Unrest (10th),         1.57,  1.12,   1.71,   4.77,   0.49,  0.04,  23
Beacon of Unrest (5DN),          1.23, 86.07,  50.92, 200.00,   0.99,  0.00,   4
Bear Cub,                        0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Bear Token,                      0.90,  0.00,   0.90,   0.90,   0.90,  0.00,   1
Bearscape,                       0.63,  0.41,   0.63,   1.00,   0.01,  0.00,   4
Beast Attack,                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Beast Hunt,                      0.28,  0.12,   0.28,   0.56,   0.12,  0.00,   8
Beast Token,                     0.18,  0.30,   0.24,   1.49,   0.05,  0.00,  24
Beast Walkers,                   0.28,  0.00,   0.28,   0.28,   0.28,  0.00,   1
Beast of Burden (7th),           0.69,  0.00,   0.69,   0.69,   0.69,  0.00,   1
Beast of Burden (8th),           0.69,  0.00,   0.69,   0.69,   0.69,  0.00,   1
Beast of Burden (9th),           1.01,  2.82,   3.00,   6.99,   0.93, -0.00,   6
Beast of Burden (PRE),           2.26,  0.00,   2.26,   2.26,   2.26,  0.00,   1
Beast of Burden (UL),            1.00,  0.01,   1.00,   1.00,   0.99, -0.00,   2
Beastmaster Ascension,           0.68,  0.69,   0.75,   2.00,   0.01, -0.01, 341
Beastmaster's Magemark,          0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Beasts of Bogardan (CH),         0.30,  0.03,   0.30,   0.33,   0.26, -0.00,   2
Beckon Apparition,               0.29,  0.06,   0.29,   0.37,   0.25,  0.00,   3
Bedlam (7th),                    0.58,  0.26,   0.58,   1.00,   0.31,  0.00,   4
Bedlam (UZ),                     1.00,  0.01,   1.00,   1.00,   0.99, -0.00,   2
Befoul (7th),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Befoul (CHK),                    0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Behemoth Sledge,                 0.55,  0.39,   0.58,   1.70,   0.07,  0.00,  40
Behemoth's Herald,               0.30,  0.12,   0.30,   0.75,   0.25, -0.00,  17
Belbe's Armor,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Belbe's Percher,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Belbe's Portal,                  1.40,  1.06,   1.70,   3.93,   0.25,  0.01,  17
Belfry Spirit,                   0.26,  0.02,   0.26,   0.28,   0.25,  0.00,   2
Belligerent Hatchling,           0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Bellowing Fiend (7th),           0.49,  0.01,   0.49,   0.50,   0.48,  0.00,   2
Bellowing Fiend (TE),            0.83,  0.24,   0.83,   1.00,   0.50,  0.00,   3
Belltower Sphinx,                0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Beloved Chaplain,                0.70,  0.39,   0.70,   1.38,   0.25, -0.04,   6
Benalish Cavalry,                0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Benalish Commander,              0.51,  0.27,   0.51,   1.00,   0.25,  0.00,  17
Benalish Emissary,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Heralds,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Hero (4th),             0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Benalish Hero (5th),             0.59,  0.30,   0.59,   0.99,   0.25,  0.00,   3
Benalish Hero (A),               0.50,  0.35,   0.50,   0.99,   0.25, -0.00,   3
Benalish Hero (B),               0.52,  0.00,   0.52,   0.52,   0.52,  0.00,   1
Benalish Hero (RV),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Infantry,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Knight (10th),          0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Benalish Knight (WL),            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Lancer,                 0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Missionary,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benalish Trapper,                0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bend or Break,                   0.47,  0.33,   0.47,   1.25,   0.25,  0.00,   8
Benediction of Moons,            0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Benevolent Ancestor,             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benevolent Bodyguard,            0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Benevolent Unicorn,              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Benthic Behemoth (7th),          0.74,  0.26,   0.74,   1.00,   0.48,  0.00,   2
Benthic Behemoth (TE),           0.82,  0.32,   0.82,   1.14,   0.50,  0.00,   2
Benthic Djinn,                   0.33,  0.00,   0.33,   0.33,   0.33,  0.00,   1
Benthic Explorers,               0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   2
Benthicore,                      0.38,  0.12,   0.38,   0.50,   0.25, -0.00,   2
Bequeathal,                      0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Bereavement (7th),               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Berserk,                        38.55, 19.74,  42.95,  92.72,   3.70, -0.43,  45
Berserk (A),                    93.57, 24.46,  92.29, 123.72,  57.00,  0.00,   5
Berserk (B),                    62.60, 19.84,  67.02, 115.72,  46.00, -1.66,  12
Berserk (MED),                  31.24,  0.00,  31.24,  31.24,  31.24,  0.00,   1
Berserk Murlodont,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Berserkers of Blood Ridge,       0.56,  0.00,   0.56,   0.56,   0.56,  0.00,   1
Beseech the Queen,               0.53,  1.28,   0.97,   4.50,   0.25, -0.00,   9
Bestial Fury (AL),               0.19,  0.10,   0.19,   0.26,   0.04, -0.00,   3
Betrayal,                        0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   3
Betrayal of Flesh,               0.25,  0.00,   0.25,   0.26,   0.25,  0.00,   3
Betrothed of Fire,               0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Bewilder,                        0.25,  0.01,   0.25,   0.26,   0.25,  0.00,   2
Bifurcate,                       1.43,  0.49,   1.43,   1.93,   0.90,  0.23,   4
Big Game Hunter,                 0.36,  0.11,   0.36,   0.56,   0.25,  0.00,   5
Bile Urchin,                     0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Bind,                            1.11,  0.23,   1.11,   1.50,   0.93, -0.00,   4
Binding Agony,                   0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Binding Grasp (5th),             0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   2
Binding Grasp (IA),              0.25,  0.00,   0.25,   0.25,   0.25,  0.00,   1
Biomantic Mastery,               0.43,  0.26,   0.43,   0.99,   0.25, -0.00,   6
Bioplasm,                        0.27,  0.03,   0.27,   0.33,   0.25,  0.00,   4
Biorhythm (9th),                 0.70,  0.31,   0.70,   1.00,   0.25,  0.00,   7
Biorhythm (ONS),                 0.68,  0.38,   0.68,   1.25,   0.26, -0.00,   5
Birchlore Rangers,               0.49,  0.15,   0.49,   0.75,   0.30, -0.00,   5
Bird Maiden (4th),               0.26,  0.00,   0.26,   0.26,   0.26,  0.00,   1
Bird Maiden (5th),               0.69,  0.32,   0.69,   1.10,   0.25,  0.00,   6
Bird Maiden (AN),                0.67,  0.00,   0.67,   0.67,   0.67,  0.00,   1
Bird Token,                      0.19,  0.20,   0.19,   0.60,   0.05,  0.00,   9
Birds of Paradise (10th),        5.23,  1.35,   5.46,   8.00,   2.75, -0.15,  25
Birds of Paradise (4th),         3.93,  3.55,   5.82,  13.45,   2.05,  0.00,  20
Birds of Paradise (5th),         5.49,  3.17,   6.29,  13.45,   3.00,  0.00,  10
Birds of Paradise (6th),         7.09,  4.48,   7.44,  13.45,   2.15, -0.01,   4
Birds of Paradise (7th),         4.31,  3.21,   5.52,  13.45,   2.25, -0.00,  12
Birds of Paradise (8th),         5.85,  3.14,   6.72,  11.93,   3.66,  0.38,  14
Birds of Paradise (A),         168.86, 23.86, 168.86, 192.72, 145.00,  0.00,   2
Birds of Paradise (B),          68.65, 45.60,  92.53, 164.16,  51.00,  0.00,   4
Birds of Paradise (M10),         4.68,  2.46,   4.90,  12.50,   0.25, -0.00, 450
Birds of Paradise (RAV),         4.15,  0.00,   4.15,   4.15,   4.15,  0.00,   1
Birds of Paradise (RV),          5.97,  3.00,   6.79,  13.72,   2.12,  0.01,  26
Birds of Paradise (U),          20.85,  6.94,  20.06,  33.44,   9.50,  0.75,   9
Biting Tether,                   0.31,  0.11,   0.31,   0.50,   0.25,  0.00,   4
Bitter Ordeal,                   0.75,  0.39,   0.75,   1.56,   0.25, -0.00,  23
Bitterblossom,                   8.05,  2.99,   7.90,  15.00,   0.25,  0.00,  96
Bituminous Blast,                0.54,  0.25,   0.54,   1.14,   0.03,  0.01,  55
Black Carriage,                  1.00,  0.00,   1.00,   1.00,   1.00,  0.00,   1
Black Knight (4th),              1.03,  0.49,   1.03,   1.45,   0.25,  0.00,   4
Black Knight (5th),              1.09,  0.58,   1.09,   2.00,   0.40, -0.00,   4
